timestep,generation,time,collection_time,train_time,return,episode_length,entropy,policy_loss,kl_approx,clip_fraction,ESS,value_loss,explained_variance
70000.0,1.0,27.71960210800171,21.642962217330933,5.610124111175537,0.0113020250573754,256.0,3.267241954803467,-0.0331596005461152,0.0141278829234625,0.1666244442942979,0.9768954949804252,0.0103141664475243,-0.8967052718512682
140000.0,2.0,55.25351810455322,42.918856382369995,11.330463886260986,0.0124873407185077,256.0,3.270663261413574,-0.0303878458290347,0.011453390552525,0.1381987947634269,0.9803223801072076,0.0023565420063702,-0.5640080953195697
210000.0,3.0,82.13280010223389,58.17433023452759,22.483750581741333,0.0138894990086555,256.0,3.292677640914917,-0.0231343912056705,0.0335795639813655,0.3244780283961224,0.9489059032187274,0.0009858971021207,-0.0643592015667802
280000.0,4.0,108.7216498851776,73.10764741897583,33.6305365562439,0.0198810063302516,256.0,3.3395028114318848,-0.0252743685158859,0.031427446201805,0.331730399467002,0.946902631364061,0.0005776171355176,-0.2620512890213509
350000.0,5.0,142.18106389045715,94.8432433605194,44.86599254608154,0.0089539876207709,256.0,3.4023959636688232,-0.0235293031299869,0.0336819134963179,0.3159151042864887,0.9507526713625922,0.0003784853267961,-0.2261488182516491
420000.0,6.0,175.87465977668762,116.58359050750732,56.37979149818421,0.0224296152591705,256.0,3.3603641986846924,-0.0253648873235662,0.0373941292234436,0.3329365738810311,0.9466740755775456,0.0003417495555346,-0.3295689609368704
490000.0,7.0,209.97263479232788,138.729421377182,67.79261231422424,0.0128797953948378,256.0,3.441741704940796,-0.0131922719784314,0.0318884367105033,0.3176351184240401,0.9507926098005997,0.0002208325056392,-1.4969436653122796
560000.0,8.0,237.17305064201355,153.81088709831238,79.43052840232849,0.011636970564723,256.0,3.554356575012207,-0.0334341961543198,0.0333200767563794,0.307192424495803,0.9471977024556076,0.0001736459313156,-1.789293087712446
630000.0,9.0,270.7399878501892,175.4114511013031,90.95792508125304,0.0152431353926658,256.0,3.5072975158691406,-0.0084563686750868,0.0294366842633955,0.3184670796446269,0.95046216559764,0.000152086075793,-2.536864502109982
700000.0,10.0,304.60986280441284,196.9040002822876,102.89197325706482,0.025141542777419,256.0,3.494908332824707,0.0007418914035646,0.0308435851364609,0.3163634906886219,0.9445942271528708,0.0001417843665015,-1.486796491048199
