timestep,generation,time,collection_time,train_time,return,episode_length,entropy,policy_loss,kl_approx,clip_fraction,ESS,value_loss,explained_variance
120000.0,1.0,51.72791004180908,25.01958727836609,15.771924257278442,-0.0674093325253365,17.882008480575845,7.721846346585255,-0.0298953821469382,0.0056927387361152,0.1553448282974835,0.9788811444405932,0.0049683814581487,0.1202020085637861
240000.0,2.0,104.3226351737976,49.56749320030213,31.049910306930546,-0.0636592825623945,18.249302717355583,7.714787263136642,-0.0244468818854188,0.0116699900037774,0.1783030806880201,0.9768629973551616,0.0043447496746971,0.2985623661174719
360000.0,3.0,156.94450116157532,74.52493834495544,46.377222299575806,-0.0512625725597751,19.21035505800831,7.711562964381006,-0.018996832050072,0.0146094842361472,0.1930606930673291,0.9747409063116272,0.006671101702928,0.3439664639343046
480000.0,4.0,211.55211186409,100.09866070747375,62.45849871635437,-0.0264744603799449,20.988839297824427,7.696505313449436,-0.0227593167885145,0.0145375895008476,0.1867261520739302,0.9753247960290174,0.0094007947894234,0.4440766602953114
600000.0,5.0,263.61184072494507,125.707261800766,78.15155100822449,0.0242198955966159,23.57600378990172,7.6818457603454595,-0.0227027816563469,0.0149300228961286,0.2008036567610019,0.9744124603033972,0.0159609497105156,0.5016778633949457
720000.0,6.0,315.909524679184,151.2198805809021,94.47412657737732,0.039138621789076,25.66976351351351,7.595609922666809,-0.0249231902000708,0.0164875111502697,0.2018819551715576,0.9739333966712675,0.0160289856570874,0.5138472647826842
840000.0,7.0,366.2439815998077,175.98292875289917,109.24990844726562,0.1359039651579223,29.65801155567168,7.5673404932022095,-0.027275204705691,0.0151147145068949,0.197957968596156,0.9746305629839028,0.0275957288491348,0.5344826692637923
960000.0,8.0,416.4422843456268,201.0312848091125,124.12159323692322,0.2770050533667758,35.34889743946216,7.541066840842915,-0.0318208316278068,0.015143172176492,0.1936232296103059,0.9748062918028614,0.0424700403705989,0.5841998479098233
1080000.0,9.0,465.7371368408203,226.1917765140533,139.032541513443,0.4048917695232059,40.79580207492992,7.525247822637142,-0.0224575075310951,0.0161410277681764,0.1876866048637628,0.9752500535759286,0.0539137138745801,0.6244415301541023
1200000.0,10.0,515.587452173233,251.6066508293152,153.78033351898193,0.5548868730664253,47.63284263610839,7.472096562385557,-0.0274391414408035,0.0142000159407646,0.1895598309299601,0.975605263740694,0.062156837185644,0.6502287918447813
1320000.0,11.0,564.0616285800934,276.8762962818146,168.3897066116333,0.7342428836752388,54.92720009298885,7.466164364534266,-0.0323440099667382,0.0154275012034925,0.1966219164317398,0.9753307713178788,0.0735318992701985,0.6706364319950029
1440000.0,12.0,612.3580384254456,302.3643152713776,183.3527255058289,0.8338623717427255,58.56402325630188,7.448043018579484,-0.0354129269423892,0.01601987293179,0.1870978318251346,0.9758999269898214,0.0767107779876992,0.6893718948033911
1560000.0,13.0,658.7012310028076,327.11043429374695,197.83424615859985,1.1300046869686668,66.73811231340682,7.448858192988805,-0.0305697497285305,0.0142751166341966,0.1840725043260629,0.9760159566163388,0.0992136387153056,0.7174389022538139
1680000.0,14.0,706.5675623416901,352.2071988582611,211.810670375824,1.522166480620702,79.49161338806154,7.359427531560261,-0.030198479751555,0.0160196335871314,0.1845496468415813,0.975991930262628,0.1101775413389638,0.7418991441682264
1800000.0,15.0,753.4719626903534,377.6362295150757,225.7089259624481,1.7430494156750762,87.81178977272727,7.324425263838333,-0.0319112108866292,0.0139227251869601,0.1853080092795339,0.9760256271555684,0.1278026723362266,0.7505336603918767
