timestep,time,collect_wait_time,train_time,score,policy_loss,qvalue_loss,alpha,entropy,td_error,return,episode_length,eval_entropy
7000.0,47.804298877716064,15.325480937957764,32.4787118434906,-1.3176975771784782,-0.1970700729301961,0.0116041642348454,0.000499999965541,-12.917871629735975,0.1063520024943854,0.0,0.0,0.0
14000.0,75.45169162750244,15.347554922103882,60.10394787788391,-1.3067141408100724,-0.3023405920898799,0.0062496833719154,0.000499999965541,-6.538322337752262,0.0744084328839107,0.0,0.0,0.0
21000.0,103.46882271766664,15.36211109161377,88.10643768310547,-1.9669262692332268,-0.3701227107922764,0.005379578211,0.000499999965541,-7.619565438298351,0.0646576555605805,0.0,0.0,0.0
28000.0,131.98178458213806,15.37525510787964,116.60616374015808,-1.6645274590700865,-0.3824174423136534,0.0044026204322497,0.000499999965541,-7.495470534303341,0.0595492081410881,0.0,0.0,0.0
35000.0,159.8648383617401,15.391299962997437,144.4730978012085,-1.1870397720485926,-0.3843819644260454,0.0038099462629909,0.000499999965541,-4.901284653997918,0.0574868261547769,0.0,0.0,0.0
42000.0,188.47443556785583,15.403237104415894,173.0706708431244,-1.4492702903226018,-0.3844781650981747,0.0033665886985271,0.000499999965541,-4.244988080679614,0.0548345878115944,0.0,0.0,0.0
49000.0,216.8996734619141,15.41410994529724,201.4849407672882,-1.903912634588778,-0.3652102614108247,0.0032565648207055,0.000499999965541,-4.5483100097044,0.0537781472159375,0.0,0.0,0.0
56000.0,245.73933935165405,15.453585863113403,230.28500270843503,-1.6003336058929565,-0.3416428457253019,0.0028076960067218,0.000499999965541,-4.391637362604001,0.050530706573609,0.0,0.0,0.0
63000.0,274.8690903186798,15.467468976974487,259.4007935523987,-0.8670635288581252,-0.3221248499395965,0.0025681172248691,0.000499999965541,-1.5797626782576255,0.0481501709651216,0.0,0.0,0.0
70000.0,304.28207421302795,15.48404097557068,288.79712748527527,-0.3784368454944342,-0.2863419918859586,0.0020580814790093,0.000499999965541,0.8178464661940237,0.0434921629777405,0.0,0.0,0.0
77000.0,333.522358417511,15.498653173446655,318.02271461486816,-0.927438260987401,-0.2521768506670384,0.0017669626935979,0.000499999965541,3.1569284533400017,0.0403208743632797,0.0,0.0,0.0
84000.0,361.3750474452973,15.5146381855011,345.8593325614929,-1.0843407362699509,-0.2241000293424615,0.0014913644955698,0.000499999965541,5.617844957683785,0.0370831470183737,0.0,0.0,0.0
91000.0,389.56485247612,15.528417110443115,374.0352716445923,-0.6852211663499475,-0.1975288531106056,0.0012127515816737,0.000499999965541,8.802591941252999,0.0331428305095667,0.0,0.0,0.0
98000.0,417.69550132751465,15.541867733001707,402.1523833274842,-1.046995283104479,-0.1703659058447973,0.0009301298141426,0.000499999965541,11.33850484027748,0.0292127099040648,0.0,0.0,0.0
105000.0,445.67085433006287,15.55480146408081,430.1147184371948,-1.6559187788516283,-0.1510139680787452,0.0007493368569665,0.000499999965541,12.665912722570312,0.0260705870238499,0.0,0.0,0.0
112000.0,474.73706817626953,15.57086443901062,459.164790391922,-1.6240760451182723,-0.1347876337467651,0.0005518193527046,0.000499999965541,14.846280532435117,0.0224299313429186,0.0,0.0,0.0
119000.0,503.08606219291687,15.584553480148315,487.5000123977661,-1.7357709584757686,-0.1213325385524541,0.0004361939362595,0.000499999965541,17.249393526868303,0.0200697058334393,0.0,0.0,0.0
126000.0,531.9355919361115,15.599745273590088,516.3342561721802,-1.2704168912023306,-0.1109214355597332,0.0003497949812985,0.000499999965541,18.375260131136965,0.0177526738751231,0.0,0.0,0.0
133000.0,561.0966627597809,15.613965272903442,545.4810280799866,-1.2719453079625964,-0.1060697720702453,0.0002841096944191,0.000499999965541,19.447714497643855,0.0159838671121357,0.0,0.0,0.0
140000.0,590.3861448764801,15.626734495162964,574.7576608657837,-1.382295391522348,-0.1029220078671898,0.0002430786135035,0.000499999965541,20.608377936868692,0.014763087355216,0.0,0.0,0.0
147000.0,618.8758549690247,15.639036655426024,603.2349870204926,-1.3133782194927337,-0.1018341602699232,0.0002093510609614,0.000499999965541,21.432415779373336,0.0136790171572805,0.0,0.0,0.0
154000.0,646.6975388526917,15.652642488479614,631.0429890155792,-1.4159578131511807,-0.1024068480483851,0.0001907649495514,0.000499999965541,21.703913894508513,0.0130256764212425,0.0,0.0,0.0
161000.0,675.3274388313293,15.66436243057251,659.6610960960388,-1.1854541953653095,-0.1031339646272259,0.0001768298938552,0.000499999965541,22.35575010946056,0.01248959305662,0.0,0.0,0.0
168000.0,704.1589341163635,15.677229642868042,688.479640007019,-1.2939341831952331,-0.1034640034568186,0.0001738991064333,0.000499999965541,22.112776244638894,0.0123133595949014,0.0,0.0,0.0
175000.0,733.5339598655701,15.69017243385315,717.8416390419006,-1.2231271248310804,-0.1058760213042273,0.0001731133654089,0.000499999965541,22.324485839045263,0.0121456748248296,0.0,0.0,0.0
182000.0,762.257613658905,15.704566240310667,746.550822019577,-1.0098360944539309,-0.1075221190919389,0.0001646799970421,0.000499999965541,22.51426771780218,0.0120219905234877,0.0,0.0,0.0
189000.0,790.2068784236908,15.716550588607788,774.4880318641663,-1.332525978796184,-0.1092705786760042,0.0001627637520305,0.000499999965541,22.326701813383774,0.0120114974714796,0.0,0.0,0.0
196000.0,818.2316725254059,15.730039596557615,802.4992687702179,-0.804307812359184,-0.1115562636263165,0.0001654796375696,0.000499999965541,22.375945289454073,0.0120010430965474,0.0,0.0,0.0
203000.0,846.0708751678467,15.744536638259888,830.3238816261292,-0.9462425368838012,-0.1116281598573762,0.0001750596754517,0.000499999965541,22.521580624428616,0.0122428120368425,0.0,0.0,0.0
210000.0,874.9159893989563,15.756755828857422,859.1567006111145,-0.7356317946687341,-0.115128585145614,0.0001678044596672,0.000499999965541,21.96941497138866,0.0120908413789719,0.0,0.0,0.0
217000.0,905.21289229393,15.768823623657228,889.4414503574371,-0.8786504622548819,-0.1162011845332279,0.0001713232599437,0.000499999965541,22.388924172567183,0.0121517911451312,0.0,0.0,0.0
224000.0,935.2818040847778,15.782001495361328,919.497109413147,-0.3601530625019222,-0.1161819300623554,0.0001827023889779,0.000499999965541,22.163388423129916,0.0124864333573412,0.0,0.0,0.0
231000.0,966.2712659835817,15.79850721359253,950.4699823856354,-0.1914271269924938,-0.120684016200521,0.0001820656614715,0.000499999965541,22.090038742835112,0.0124926384788573,0.0,0.0,0.0
238000.0,995.0435786247252,15.81157112121582,979.2291514873504,-0.0792417704360559,-0.1197738840276856,0.000183775878158,0.000499999965541,21.980129960333674,0.0125653939644568,0.0,0.0,0.0
245000.0,1023.8439526557922,15.823631286621094,1008.0173523426056,0.0048521928874833,-0.1221574695435112,0.0001867160906029,0.000499999965541,21.95199851673466,0.0127111730084189,0.0,0.0,0.0
252000.0,1052.4121115207672,15.83645749092102,1036.5726053714752,-0.3679782676044851,-0.123377209643464,0.0001889287314023,0.000499999965541,22.035737798302527,0.0125476306542859,0.0,0.0,0.0
259000.0,1081.134878396988,15.850074529647827,1065.281679391861,-0.1624638825887814,-0.1232617858525496,0.000191558190015,0.000499999965541,22.048238187329545,0.012681158927722,0.0,0.0,0.0
266000.0,1110.7244894504547,15.86371374130249,1094.857533454895,-0.1214763251482509,-0.1258303406550619,0.0001894255744646,0.000499999965541,22.152560444708342,0.0126729232101568,0.0,0.0,0.0
273000.0,1140.7442336082458,15.87851095199585,1124.8623695373535,-0.1101063680835068,-0.1261692803263872,0.0001895665235106,0.000499999965541,22.067311817811344,0.0126459862115159,0.0,0.0,0.0
280000.0,1169.8829436302185,15.890887975692747,1153.9886236190796,-0.1921799557749182,-0.1272042083486829,0.0001938265127474,0.000499999965541,21.666714942779,0.0127442268482049,0.0,0.0,0.0
287000.0,1200.328345298767,15.904204845428469,1184.4206264019012,-0.0986697414191439,-0.1287045929091314,0.0001905152790872,0.000499999965541,22.083191724212032,0.0126590827707333,0.0,0.0,0.0
294000.0,1230.5916984081268,15.917874097824097,1214.6702332496643,0.5302292411215603,-0.1291298788325335,0.0001927943013582,0.000499999965541,21.78886958266064,0.0127014590502044,0.0,0.0,0.0
301000.0,1259.6103031635284,15.931293725967407,1243.6753413677216,0.1651326310820877,-0.1304001010320095,0.0001986385718317,0.000499999965541,21.56632744487988,0.0128972869805028,0.0,0.0,0.0
308000.0,1289.82617020607,15.94156575202942,1273.8808646202087,-0.1728583738440647,-0.1308020486995446,0.000196906750339,0.000499999965541,21.611071648729748,0.0128829981311563,0.0,0.0,0.0
315000.0,1321.0097470283508,15.955447435379028,1305.0504744052887,0.0240653153014136,-0.1321861082991281,0.0001931611819598,0.000499999965541,21.85434950640252,0.0126497528807321,0.0,0.0,0.0
322000.0,1350.6292860507965,15.97304344177246,1334.652328491211,-0.1666727184783667,-0.1307536422740955,0.0001922504160756,0.000499999965541,21.85670858548725,0.0126158455402364,0.0,0.0,0.0
329000.0,1381.861154794693,15.988004684448242,1365.8691556453705,0.0512862134200986,-0.1316363360810306,0.0002010364272543,0.000499999965541,21.39556436355819,0.0127873413434058,0.0,0.0,0.0
336000.0,1411.6809978485107,16.00169849395752,1395.6752216815948,0.5798722850158811,-0.1334337740843501,0.0001917410033764,0.000499999965541,21.849306002798983,0.0125534260766681,0.0,0.0,0.0
343000.0,1444.1130197048187,16.01816439628601,1428.0906956195831,0.2861017419490963,-0.132551925138137,0.000194692066321,0.000499999965541,21.788693364690317,0.0127313604887073,0.0,0.0,0.0
350000.0,1474.9575898647308,16.033740520477295,1458.9195265769958,0.0509541641804389,-0.1329770590291195,0.0001847598991016,0.000499999965541,22.058341595876957,0.0123690651326545,0.0,0.0,0.0
357000.0,1505.362010717392,16.045841455459595,1489.3117694854736,0.1690851349849254,-0.1327182720342738,0.0001876135067326,0.000499999965541,22.135299600782066,0.0124618070773928,0.0,0.0,0.0
364000.0,1535.01819562912,16.06047534942627,1518.9532434940338,0.7188923773355782,-0.1351547442399915,0.0001909967092596,0.000499999965541,21.858133852762055,0.0124751756737317,0.0,0.0,0.0
371000.0,1564.362312555313,16.07384419441223,1548.28390955925,0.7250733906403184,-0.1338860595454563,0.0001798795792238,0.000499999965541,21.994909899684703,0.0122794298964195,0.0,0.0,0.0
378000.0,1594.22757935524,16.08706307411194,1578.135870695114,0.7451961864717305,-0.1355361389910958,0.0001777856984641,0.000499999965541,21.913725915859025,0.0122587628302265,0.0,0.0,0.0
