generation,time,collection_time,train_time,return,episode_length,entropy,action_std,policy_loss,kl_approx,clip_fraction,ESS,value_loss,explained_variance
12.0,1552.8883163928986,1191.1698002815247,344.3052484989166,1.3530550003051758,15.184381484985352,2.85231351852417,0.6531152129173279,0.2698687553405762,0.008455321659875059,0.09957380928099155,0.9866017937660218,0.5535273313522339,-0.8775504648685455
13.0,1681.1794703006744,1289.878797531128,372.4924485683441,1.4315640926361084,15.981735229492188,2.791361093521118,0.6478092074394226,0.2579115182161331,0.010676893290291945,0.11324285604059696,0.9846145570278168,0.543909615278244,-2.088025176525116
14.0,1810.859007358551,1389.9354133605957,400.74551653862,1.4847842454910278,16.47058868408203,2.7858805656433105,0.6483286023139954,0.22426375150680541,0.00955359154387067,0.1009607145562768,0.9860147356986999,0.5190858006477356,-2.3020837545394897
15.0,1939.4500484466553,1488.7842473983765,429.1495716571808,1.5735111236572266,17.369726181030273,2.8280491828918457,0.6571740508079529,0.19202532321214677,0.009988609916610377,0.12213452234864235,0.9831344246864319,0.5023230880498886,-3.407787799835205
16.0,2068.072869539261,1587.733559370041,457.4724905490875,1.7664141654968262,19.28374671936035,2.8027281761169434,0.6584973931312561,0.14256540089845657,0.011851119031650677,0.14287619143724442,0.9813329577445984,0.4533685952425003,-6.4363548278808596
17.0,2196.8246846199036,1686.745088338852,485.808123588562,1.9293911457061768,20.958084106445312,2.8040337562561035,0.6648080348968506,0.11211690828204154,0.012810147491824764,0.14873452335596085,0.980970710515976,0.42780214846134185,-6.180297946929931
18.0,2325.471158504486,1785.7355201244354,514.1225044727325,2.346684694290161,25.0896053314209,2.6513845920562744,0.6491738557815552,0.04953230358660221,0.01841298071695935,0.20205000191926956,0.9731344044208526,0.3573910057544708,-8.920863580703735
19.0,2453.996583223343,1884.8051390647888,542.253360748291,2.6394333839416504,28.0,2.621685028076172,0.6446319818496704,0.023676965944468976,0.01728831862807274,0.18463928624987602,0.9746300518512726,0.3515246093273163,-4.322728323936462
20.0,2582.7540130615234,1984.0358338356018,570.476836681366,3.287069320678711,34.482757568359375,2.418771266937256,0.6212494969367981,-0.028546357341110707,0.02400174984261394,0.2471464291214943,0.9661491453647614,0.2879780739545822,-6.521376132965088
21.0,2711.657126903534,2083.444186925888,598.6732156276703,4.506000518798828,46.66666793823242,2.342255115509033,0.6086831092834473,-0.06897776871919632,0.02531702582137214,0.24910714477300644,0.9642583072185517,0.2158479243516922,-4.961337590217591
22.0,2846.9091227054596,2189.146232843399,626.9309506416321,16.925613403320312,170.73170471191406,2.1423418521881104,0.5774312019348145,-0.19651715755462645,0.04417194491653215,0.39756428599357607,0.9370296835899353,0.0613409586250782,-2.6559669971466064
23.0,2982.085486650467,2294.8679459095,655.0866465568542,24.03046417236328,241.37930297851562,2.064653158187866,0.5681745409965515,-0.14925595372915268,0.05434069545013564,0.426726196706295,0.9285523533821106,0.036032065749168396,-3.7571523666381834
24.0,3117.316183567047,2400.590563058853,683.3261234760284,36.75526809692383,368.4210510253906,1.9483119249343872,0.5517319440841675,-0.1426374614238739,0.051449218576011216,0.38781309127807617,0.9325903415679931,0.01852256515994668,-3.5891355752944945
25.0,3252.450983762741,2506.2914083004,711.4696953296661,22.456453323364258,225.80645751953125,1.9824168682098389,0.5636862516403198,-0.09540206342935562,0.01754923535778764,0.19686190634965897,0.9749882876873016,0.05120963752269745,-3.3846360564231874
26.0,3388.716653585434,2612.0153243541718,740.5563645362854,41.12255859375,411.76470947265625,1.838749885559082,0.5430623888969421,-0.11093057990074158,0.02111213650487008,0.24451428949832915,0.9699884653091431,0.008630772680044174,-4.860395002365112
27.0,3525.4549837112427,2717.7337102890015,770.2095034122467,46.64222717285156,466.6666564941406,1.8255040645599365,0.5449437499046326,-0.09242621213197708,0.015920508746483496,0.19144285693764687,0.9757898449897766,0.006567893223837018,-3.343392252922058
28.0,3661.6057147979736,2823.3966012001038,799.2830586433411,49.986907958984375,500.0,1.693022608757019,0.530468225479126,-0.07998271659016609,0.009196823878382287,0.09484285712242127,0.9860802948474884,0.0033281987067312,-2.4690181493759153
29.0,3798.458827972412,2929.114622116089,828.9866056442261,46.630008697509766,466.6666564941406,1.6210510730743408,0.5218299031257629,-0.06614672765135765,0.022045881734788407,0.23005000166594983,0.9688406944274902,0.0071611460763961075,-6.832688093185425
30.0,3934.2361149787903,3034.849323987961,857.7393426895142,36.789039611816406,368.4210510253906,1.5593211650848389,0.518308162689209,-0.0481721680611372,0.015066414560590474,0.16511785760521888,0.9781538367271423,0.01097325375303626,-3.8217873334884644
31.0,4070.0455050468445,3140.5699179172516,886.5440306663513,46.654449462890625,466.6666564941406,1.476241946220398,0.5114623308181763,-0.05388244017958641,0.031198909359176952,0.2806964315474033,0.9576766788959503,0.0032173105282709002,-1.528587919473648
32.0,4205.846754789352,3246.2850720882416,915.2566747665405,46.654449462890625,466.6666564941406,1.379281759262085,0.49800905585289,-0.04891444258391857,0.023840335275676285,0.2772988144308329,0.9655347168445587,0.0013340246339794248,-2.926154613494873
33.0,4342.504141807556,3352.0106451511383,944.7441749572754,50.00000762939453,500.0,1.1568981409072876,0.46001237630844116,-0.04523184299468994,0.028184034709455,0.29751190543174744,0.9607862591743469,0.00047430871454707814,-3.0863677978515627
34.0,4478.401688814163,3457.7303590774536,973.5015392303467,50.00000762939453,500.0,1.2225433588027954,0.4779348075389862,-0.040326804667711255,0.019253369326738712,0.2196178577840328,0.9724234104156494,0.0004100787416973617,-3.217681884765625
35.0,4614.381494760513,3563.4519498348236,1002.4292862415314,50.00000762939453,500.0,1.2000819444656372,0.47248685359954834,-0.03749476447701454,0.007895967688061122,0.08042142828926443,0.9874110579490661,0.0003418853182665771,-3.436169695854187
36.0,4750.4336977005005,3669.167443752289,1031.4429461956024,50.00000762939453,500.0,1.0187684297561646,0.44993874430656433,-0.03424596898257733,0.02181743927083999,0.21920476565137506,0.9699384987354278,0.0002889106028305832,-4.345424032211303
37.0,4886.332910776138,3774.887194633484,1060.3066582679749,50.00000762939453,500.0,0.9827958941459656,0.44791534543037415,-0.03069100957363844,0.044343817209683015,0.38413571529090407,0.9433903217315673,0.0002539338913265965,-4.319544267654419
38.0,5022.482580661774,3880.602032661438,1089.388459444046,50.00000762939453,500.0,1.165163516998291,0.4805661737918854,-0.026044577360153198,0.12236535744379674,0.5149357259273529,0.8590715169906616,0.00020107411728531588,-3.1507757902145386
39.0,5158.387717723846,3986.3222675323486,1118.1466653347015,46.654449462890625,466.6666564941406,0.950570285320282,0.4352111518383026,-0.023010272718966007,0.10303922676596612,0.5298690482974052,0.8721651375293732,0.0007056138652842492,-3.212071418762207
40.0,5294.364246606827,4092.0420367717743,1147.0082533359528,43.72709274291992,437.5,0.8683103322982788,0.421267032623291,-0.02006006855517626,0.05355004364635265,0.41511904150247575,0.9265089571475983,0.0019124564598314465,-3.8609643936157227
41.0,5430.281212568283,4197.764541625977,1175.832082271576,43.732818603515625,437.5,0.6755757331848145,0.3969252407550812,-0.019511861726641655,0.021665793953481175,0.24277856685221194,0.9688986718654633,0.0025473076151683927,-4.210458922386169
42.0,5566.228365659714,4303.48828291893,1204.7179272174835,43.72709274291992,437.5,0.5940142273902893,0.3847164809703827,-0.02131376937031746,0.022124574147643787,0.24169523939490317,0.9685091495513916,0.003811172815039754,-5.686737060546875
43.0,5701.850214481354,4409.210648775101,1233.2713632583618,50.00000762939453,500.0,0.462368369102478,0.36992308497428894,-0.018855882808566093,0.02825408548844003,0.3061749957501888,0.9593291997909545,8.480432697979267e-05,-3.824437212944031
44.0,5837.955647468567,4514.929002761841,1262.292464017868,46.65445327758789,466.6666564941406,0.38274428248405457,0.3601183593273163,-0.017008223012089728,0.024117432379013013,0.2811773844063282,0.9651248157024384,0.000559504158445634,-3.696651482582092
45.0,5974.217994451523,4620.652487754822,1291.5110199451447,50.0000114440918,500.0,0.22221679985523224,0.34178560972213745,-0.016407249867916106,0.028355472001965552,0.3222881004214287,0.9591544568538666,0.00012105425266781822,-3.9284517765045166
46.0,6110.478005409241,4726.374587774277,1320.6923587322235,50.0000114440918,500.0,0.06737146526575089,0.32417985796928406,-0.015209313295781613,0.026129486519382118,0.2800273776054382,0.9630851924419404,6.311056677077431e-05,-3.412916970252991
47.0,6246.064659357071,4832.232065677643,1349.0199387073517,50.0000114440918,500.0,-0.08350110799074173,0.31108829379081726,-0.013304983079433442,0.026345476132303158,0.29903452973812816,0.9618991434574127,0.0005345264624338597,-3.5105575561523437
48.0,6381.852722406387,4937.956466436386,1377.7678937911987,36.793861389160156,368.4210510253906,-0.18154476583003998,0.29887574911117554,-0.0067322347313165665,0.03538972091972829,0.3726357102394104,0.9487886667251587,0.00395851656794548,-8.007676577568054
49.0,6517.896280288696,5043.681740283966,1406.740359544754,49.986907958984375,500.0,-0.28784725069999695,0.29204267263412476,-0.011618292424827814,0.021198823012899423,0.21592023875564337,0.9703038454055786,6.804899385315366e-05,-3.864109253883362
50.0,6654.0504784584045,5149.408740282059,1435.767168521881,50.00000762939453,500.0,-0.4512466490268707,0.28532150387763977,-0.010709881410002708,0.036398896922144486,0.3465916672721505,0.9481889069080353,5.575604827754432e-05,-3.387253260612488
