generation,time,collection_time,train_time,return,episode_length,entropy,action_std,policy_loss,kl_approx,clip_fraction,ESS,value_loss,explained_variance
1,116.7147159576416,101.6708631515503,14.421781301498413,1.1331160068511963,13.029315948486328,3.2144455909729004,0.6821548938751221,-1.5023909244537355,0.013628845455683767,0.14304166704416274,0.9767124137878418,0.08455031020641327,0.07071923865899443
2,231.85621905326843,203.10767579078674,27.36947751045227,1.1456010341644287,13.114753723144531,3.165004014968872,0.6774905323982239,-1.1349094114303588,0.011193290415720548,0.10866666661761701,0.9818796876907349,0.17824446654319764,0.1365690001964569
3,347.4773540496826,304.48119592666626,40.9962043762207,1.1874291896820068,13.559322357177734,3.000129461288452,0.6558954119682312,-0.8500369742393493,0.010058505454232605,0.10172916673347354,0.9827093731880188,0.25482023808956145,0.1275097091756761
4,462.77421379089355,405.05626106262207,55.03733229637146,1.197222352027893,13.60544204711914,2.981804609298706,0.6537892818450928,-0.6197212946891785,0.007898703140439403,0.09115416685864329,0.9850954431533814,0.32799838547706606,0.12229699697196483
5,578.7641348838806,506.88777017593384,68.59733724594116,1.2285256385803223,13.986014366149902,2.8537654876708984,0.6382625102996826,-0.4393092547893524,0.008832508389715563,0.09130833310186863,0.9848242748260498,0.36626175498962404,0.1306461094275117
6,693.2926800251007,608.6233112812042,80.78722906112671,1.2872120141983032,14.545454978942871,2.778205633163452,0.6307886838912964,-0.30869633162021637,0.00957412070976182,0.10020000010095537,0.9840469947814942,0.4028795804977417,0.12151764012104832
7,809.4949321746826,710.4517321586609,94.54653930664062,1.336403489112854,15.037593841552734,2.7162065505981445,0.620756208896637,-0.1635724754214287,0.009755863423377741,0.1061166666533798,0.9818512248039246,0.43381843552589416,0.13091488551348449
8,923.7744281291962,811.1478581428528,107.50338339805603,1.402745008468628,15.686274528503418,2.6396491527557373,0.6142486333847046,-0.11028568187057972,0.008928521751643466,0.10142499993853271,0.9826266635894776,0.4316383325099945,0.13865862263850867
9,1039.2609791755676,911.8411149978638,121.68100237846375,1.452294111251831,16.194332122802734,2.6225380897521973,0.6137574315071106,-0.03981663518154528,0.0098229921287857,0.10956250024065375,0.9828038293838501,0.4582407300949097,0.14007278978032991
10,1155.6790103912354,1012.570858001709,136.69603037834167,1.513040542602539,16.73640251159668,2.59367036819458,0.6116170287132263,0.02059677504004212,0.010643346814469747,0.1170374999128282,0.9816238132476807,0.45007367477416993,0.15241228313446045
