timestep,generation,time,collection_time,train_time,return,episode_length,entropy,policy_loss,kl_approx,clip_fraction,ESS,value_loss,explained_variance,lr,alpha
43008,1,13.145419836044312,8.684376001358032,3.6853721141815186,-0.025101527851074938,17.751328086853025,0.46357016600668427,-0.010957246409284629,0.0005795604398372177,0.0,0.9990771554351809,0.10268253823266033,0.12580743630848945,1e-06,0.009980982101821701
86016,2,25.689182996749878,16.858707904815674,7.391380071640015,-0.16841514177975195,16.331597237359905,0.543822883140473,-0.019007764074400347,0.004802839258604174,0.0822781601930871,0.9831004780830138,0.0504112880459512,0.44472982218775897,0.0001,0.008150073066782
129024,3,39.46926188468933,26.082648754119873,11.336584091186523,-0.036184862162917844,17.610894107818602,0.6467650413513183,-0.026610270502553827,0.006254208918201933,0.056765487168864356,0.9890251407163182,0.050833174221313095,0.4854227277239359,9.997482711915927e-05,0.006642093309575432
172032,4,52.69955587387085,34.93675971031189,15.121819019317627,-0.0836457968689501,17.246976280212404,0.6992045193910598,-0.0276306151937875,0.003614362899825829,0.04235862100381635,0.9919348131381213,0.04928040162490416,0.48673621405894146,9.989933382359422e-05,0.00542261514583998
215040,5,65.43394494056702,43.27941370010376,18.88678216934204,-0.08665983895771204,17.307031249999998,0.7508755594491958,-0.024210558055267027,0.005023835984405615,0.04865844977644309,0.9910504426512033,0.04859421570650439,0.47706184971453214,9.977359612865423e-05,0.00442650389154894
258048,6,78.00688791275024,51.52142286300659,22.569376945495605,-0.10581866926513613,17.018592929840086,0.7983228862285614,-0.016118724729452163,0.007715086626431712,0.06737889997404205,0.9882802380858109,0.04515452700449629,0.4829542009686699,9.959774064153977e-05,0.0036179247085427247
301056,7,91.1798529624939,60.31993079185486,26.2727370262146,0.02471714074674406,18.333996722572728,0.9022377478448967,-0.021253111822237138,0.0008707811752691612,0.04958075664033081,0.9905625249737643,0.04902476253764426,0.5172539118469306,9.937194443381972e-05,0.0029539687192130003
344064,8,103.36375188827515,68.11899876594543,30.031100273132324,0.010458272832788917,18.223003387451165,0.8784889516077543,0.03349112385580301,0.007129834832361591,0.043672621658715424,0.9911252642598576,0.05548015757714448,0.5112296776278301,9.909643486313533e-05,0.002420744632939212
387072,9,117.37694382667542,77.45309901237488,34.09830045700073,0.17406575491323184,19.964926326976105,0.9310752539073721,0.012539249691933827,0.009077325388634126,0.1009010579423878,0.9847357650360992,0.05810649651037664,0.5308736341390669,9.877148934427037e-05,0.0019809871623883506
430080,10,130.40052390098572,85.71883702278137,38.26590657234192,0.16006712374441762,19.88736881929286,0.9485012818785276,-0.01706047581963898,0.003810686697750215,0.07926659983990138,0.9877111256075182,0.06513731235733879,0.5580638722012509,9.839743506981782e-05,0.0016245795356494457
473088,11,144.11153173446655,94.68547677993774,42.36780881881714,0.10163335657368104,19.122806972927517,0.9863802426391177,-0.03679461132610426,0.00853737825966586,0.08689977482889637,0.98678577385141,0.06947486738116807,0.5005691124798772,9.797464868072488e-05,0.0013335347669017356
516096,12,157.73573112487793,103.71650171279907,46.37413692474365,0.5317940304676692,23.666666666666668,0.9616857965787254,-0.017829559222604003,0.0077200024095070464,0.12350156993184715,0.982268552322444,0.09098634021403151,0.6567849146629482,9.750355588704727e-05,0.001096104921252647
559104,13,171.3806300163269,112.77086663246155,50.408806800842285,0.45771713852882384,22.572342300415038,0.9705676595369976,-0.02058429660230287,0.009474546517300566,0.07203144093100368,0.9874906165626428,0.11483109702715143,0.6806497815567011,9.698463103929542e-05,0.000902608707517093
602112,14,184.09192490577698,121.13183951377869,54.23418664932251,0.3630371419712901,21.873209595680233,0.9493104964494706,-0.02070970425810706,0.005112506629004063,0.08097290018547498,0.9873238344245511,0.09754727866454792,0.5631222879263814,9.641839665080363e-05,0.0007439028086577156
645120,15,197.24111986160278,129.9045226573944,58.01465582847595,0.2871477092232774,20.99341302759507,0.9448576604618745,-0.013526125253853308,0.010209167566559789,0.09273313352069948,0.9856433261865574,0.09392808654466879,0.6065813818509643,9.580542287160348e-05,0.0006134641432616094
688128,16,211.11503887176514,139.16083550453186,62.078545808792114,0.5215870559215545,23.528676478068036,0.9488148411115012,-0.015634686061228226,0.006819587431750932,0.11230523697569338,0.9834789614700096,0.1328438291081135,0.6274773455283615,9.514632691433107e-05,0.000506442257984825
731136,17,223.91785287857056,147.85296368598938,65.75346875190735,1.7608074620366096,35.023003260294594,0.8147639334201813,-0.00734108488198763,0.01091960099161359,0.09372724927293677,0.9844033697919573,0.16300605760863335,0.8212072457542967,9.444177243274618e-05,0.0004244612575390639
774144,18,241.67711997032166,162.60030436515808,68.48888492584229,3.6298927019039793,51.0539436340332,0.700444132089615,-0.023550608116012766,0.007894177489748577,0.09619783228902659,0.9857912912572174,0.1591435486517815,0.8960180869637379,9.369246885348926e-05,0.0003730045318754999
817152,19,254.7957410812378,172.3221354484558,71.55273914337158,3.5802777608235683,50.87630208333334,0.6844291687011719,0.03626447319986038,0.006473672997816963,0.11809275111742344,0.9827504796131754,0.23512749945457256,0.8723887742347268,9.289917066174886e-05,0.00032256019215349613
