generation,time,collection_time,train_time,return,episode_length,entropy,action_std,policy_loss,kl_approx,clip_fraction,ESS,value_loss,explained_variance
1,21.366255044937134,8.570395946502686,12.066923141479492,1.0215774774551392,11.904762268066406,0.6676717400550842,0.7161576747894287,-1.3765265101321136,0.010679281452474964,0.1099575997832144,0.9807911785302225,0.10290652408745175,0.11967064353595697
2,41.166098833084106,16.79502558708191,23.04289412498474,1.0188180208206177,11.869436264038086,0.7641030550003052,0.7061191201210022,-1.009758421395243,0.01043232402863627,0.1089259491674737,0.981735926096336,0.2068260387886998,0.1427996851681471
3,62.88684797286987,25.435203552246094,35.468623876571655,1.031606674194336,12.012012481689453,0.8388854265213013,0.6943988800048828,-0.726258455661784,0.007649629398957273,0.11792412037473178,0.9818829225721638,0.2916301397513785,0.13211146118349423
4,84.30112218856812,33.571651458740234,48.1466920375824,1.0464792251586914,12.15805435180664,0.9155524969100952,0.6822658777236938,-0.5040258577585759,0.007473674709313244,0.0685071186908222,0.9881132976572694,0.3616994933856407,0.13869694797471263
5,105.74713706970215,41.85397958755493,60.70929503440857,1.083698034286499,12.5,0.9012084007263184,0.6875852346420288,-0.32949437080351685,0.006846986386477269,0.06818259711502565,0.9886974689362223,0.4062797756733614,0.16270719355193783
6,127.3054928779602,50.244582653045654,73.27077889442444,1.1066348552703857,12.738853454589844,0.9025614857673645,0.6891391277313232,-0.19763913630507973,0.010772723814981613,0.11599404338714012,0.9810888013781333,0.4691559182469364,0.14592184508085163
7,149.19885182380676,58.760623931884766,86.04541802406311,1.1127671003341675,12.820512771606445,0.9141179323196411,0.6918832659721375,-0.11121612251942171,0.009420939805085175,0.09676486370420999,0.9840328259907403,0.4798133721420148,0.12777274785122922
8,203.90960001945496,67.773118019104,131.10418510437012,1.1732441186904907,13.37792682647705,0.9484061002731323,0.6864848732948303,-0.001422159670080381,0.006775214792486571,0.08897438996745714,0.9842455507504326,0.5023448931525203,0.12942316805604448
9,232.55116176605225,76.25605893135071,150.5464608669281,1.2153735160827637,13.793103218078613,0.9615291953086853,0.6851861476898193,0.05591448887511769,0.009633031933075466,0.10418662767294051,0.9825412093798643,0.519370557740049,0.1313102066805783
10,263.15917587280273,88.88890886306763,167.93126678466797,1.2535459995269775,14.184396743774414,0.9587092399597168,0.6825125217437744,0.10246429722620375,0.00827901910918016,0.10018607147063946,0.9836867917419666,0.525347689927935,0.1058642894331891
