timestep,generation,time,collection_time,train_time,return,episode_length,entropy,policy_loss,kl_approx,clip_fraction,ESS,value_loss,explained_variance
224000.0,1.0,37.95159411430359,35.8984739780426,1.1489980220794678,-0.0709118442609906,251.31236267089844,1.7610801458358765,0.0484590120613575,0.0,0.0,1.0,0.0411614999175071,-1.662017822265625
320000.0,2.0,88.57688975334167,63.951923847198486,23.28393292427063,-0.1523137539625167,250.58824157714844,1.7669295072555542,-0.0397034166030564,0.0466638528651165,0.4102335578888071,0.9240727779930856,0.0317973934924741,0.6111802796477649
416000.0,3.0,125.00366687774658,91.6403477191925,31.61475396156311,-0.1496209539473056,189.0924835205078,0.9723272621631622,0.0064968687065312,0.0558744239410726,0.3789539508195115,0.6362039469120697,0.0176236470115304,0.7305491982330722
512000.0,4.0,166.4902708530426,120.14502263069153,44.207573890686035,-0.20208868384361267,253.63917541503906,1.2616159915924072,0.018216329621035202,0.06689826757006069,0.3894163482460776,0.7536881834885133,0.003010045738864377,0.4159757479431062
608000.0,5.0,211.72506260871887,148.52063751220703,60.7476110458374,-0.19245001673698425,192.4609375,1.3090684413909912,0.014949733268683922,0.016210933992934745,0.21743537302935187,0.9667140160916773,0.00013621083342066207,0.4095427771418649
704000.0,6.0,256.13096046447754,176.7092204093933,76.6464102268219,-0.20396172255277634,223.5,1.1829175353050232,0.02740700042283424,0.012667110730092425,0.17043848255629393,0.9675316191574747,0.0002171993998115859,0.7756715040609973
800000.0,7.0,301.898047208786,204.91643142700195,93.89179348945618,-0.19345469772815704,193.5,1.2486153841018677,-0.003251789221477101,0.01917127098775898,0.17750307773303226,0.9672776162580514,8.23166715027622e-05,0.4462142134715037
896000.0,8.0,346.8330421447754,232.9521563053131,110.48481464385986,-0.20449376106262207,224.05078125,1.3864465355873108,0.011600453092353368,0.02307592124201667,0.1791382591945241,0.9560434108801084,0.004394226530647564,-10.064881644769642
992000.0,9.0,392.28317499160767,261.0395095348358,127.53468775749207,-0.1947687566280365,194.8515625,1.3770596981048584,-0.02729972980310999,0.021800168957603228,0.3050096298315552,0.9571894111632199,0.0012989883844887996,0.7377975864166847
1088000.0,10.0,438.61650681495667,289.0070307254791,145.57975673675537,-0.19555002450942993,195.6015625,1.4139350652694702,-0.015605123017955953,0.011646601984478297,0.14584796542384457,0.9722775502738292,4.9211799788278676e-05,0.8148705666090328
1184000.0,11.0,484.71914196014404,316.893905878067,163.4786775112152,-0.1646515652537346,223.3125,1.457616925239563,0.032552221294876164,0.017702135203696016,0.17402133398430095,0.9626243119791273,0.00632674629031909,-2.930812501251529
1280000.0,12.0,532.8073310852051,345.26209568977356,182.85021781921387,-0.09457157738506794,132.62393188476562,1.5696850419044495,0.03778859559258475,0.022736949224348848,0.21785401514334884,0.9708211096428985,0.0006764547619604317,-0.07874792804353861
1376000.0,13.0,580.9696071147919,373.6366147994995,202.2123565673828,-0.09554007090628147,134.18196868896484,1.634503960609436,0.004993072667950374,0.007716964029707888,0.12746952426615898,0.9770810947516859,0.0006306763090700092,-1.3334894116198648
1472000.0,14.0,629.555572271347,401.9273257255554,222.1386215686798,-0.09717891737818718,135.88377380371094,1.6600422859191895,-0.012398006507801155,0.013149633594641594,0.13894153400747156,0.9731508493408356,0.0018717142354587265,-2.0070802413865882
1568000.0,15.0,676.2929980754852,429.7021448612213,240.75481343269348,-0.1385820508003235,138.796875,1.721603810787201,0.0008139806620329226,0.0128269295432833,0.1388478077907693,0.981054213334424,3.358714595457491e-05,0.041650369788490134
1664000.0,16.0,725.2661612033844,457.49026250839233,261.59012746810913,-0.10052896291017532,139.83404541015625,1.7417657971382141,0.011642227467929233,0.014882213253174957,0.16761820003106243,0.9767244246884218,0.0009770693282820948,-15.018015495449115
1760000.0,17.0,773.9852032661438,485.7024145126343,281.7106695175171,-0.14244922995567322,142.76953125,1.7810528874397278,-0.0210019908182786,0.011748975113025565,0.15930341377422078,0.9780771845176869,0.00033977408585448047,-14.933791588149717
1856000.0,18.0,822.5410454273224,513.5509746074677,302.0450346469879,-0.12520268186926842,145.1256866455078,1.7957532405853271,0.028666354418382126,0.027865605289592928,0.29363442188852623,0.9321203999511994,0.0014487952847601214,0.5082658685269132
1952000.0,19.0,872.6639482975006,541.4330244064331,323.8798077106476,-0.061171092092990875,152.1460952758789,1.7586115598678589,0.015465167607691644,0.05184653310066642,0.32590306783554884,0.9240004738867381,0.00816176516059261,0.4353413987974015
2048000.0,20.0,926.8640594482422,568.8860814571381,350.1669216156006,0.18587572872638702,163.04058837890625,1.737112820148468,0.019911213085775026,0.013804325240853241,0.30888617068751134,0.9539939353581363,0.03516485292615206,-0.27473872983611547
2144000.0,21.0,984.8323042392731,597.3424763679504,379.1543755531311,0.11628550384193659,182.1122817993164,1.7577638626098633,0.05413367190747738,0.017241831401775536,0.19999170535784577,0.9690869746066159,0.015419237189188008,-0.5673242389581337
2240000.0,22.0,1046.5335321426392,625.5530986785889,412.11220955848694,0.33401960134506226,193.79520416259766,1.7841560244560242,0.03841999636214241,0.01100758341808601,0.11048070126764836,0.9820576458810231,0.03190925425935121,-1.7966781797700104
2336000.0,23.0,1108.0105991363525,652.9097707271576,445.6787955760956,0.2374110296368599,205.2078399658203,1.7778024673461914,0.03311673331223049,0.01570258446075797,0.19186359394683095,0.9642971268666368,0.026999917790074143,-0.8333890444186115
2432000.0,24.0,1173.1830580234528,681.2977087497711,481.9034926891327,0.3796513080596924,213.6471939086914,1.7398374676704407,0.03856807743344557,0.014153436401286952,0.17724974760070786,0.9727751601435446,0.032393115108818066,-0.08478414425840258
2528000.0,25.0,1238.3244650363922,709.4687595367432,518.2970578670502,0.7951533198356628,204.44668579101562,1.767124891281128,0.02600988534633694,0.013836193072937658,0.13264367777457003,0.9799159174625037,0.05954970114665682,0.09866005532171453
2624000.0,26.0,1303.9929733276367,737.7807137966156,555.0316278934479,0.9868853688240051,195.45989227294922,1.7484988570213318,0.019408789472213205,0.005790514575815489,0.15109531661494965,0.9769820349592097,0.07024766419024021,0.10159902439464455
2720000.0,27.0,1368.8596472740173,766.0132458209991,591.024896144867,0.7597900629043579,200.4686050415039,1.6864444017410278,0.01981297538328879,0.00952888039750777,0.16063030592866856,0.9789110494874002,0.043728341681855826,0.09567308485608282
2816000.0,28.0,1433.667866230011,794.1026878356934,627.1567392349243,1.2283190488815308,181.20870463053384,1.6437826156616209,0.01268855362423804,0.012396227974058413,0.20733976637712406,0.9706363073800167,0.0898734119821766,0.19638329907763583
2912000.0,29.0,1498.3167464733124,822.0912148952484,663.2137222290039,1.4552988608678181,177.20399475097656,1.6666142145792642,0.020040485812103496,0.006612325028680557,0.1366353707471448,0.9801951470611152,0.08570340152085845,0.305944134949769
3008000.0,30.0,1564.300463438034,849.9210515022278,700.7198312282562,1.804595390955607,170.23177083333331,1.613669514656067,0.001722823051542894,0.01573695360926405,0.14354981689460491,0.9712090012067146,0.11262444110355387,0.3114874330466833
3104000.0,31.0,1630.6530435085297,877.5299737453461,738.7287402153015,1.755230188369751,168.07708231608072,1.6471456289291382,0.008252369500928029,0.013762553881347613,0.17339291185606762,0.9760421410141442,0.10202637827418395,0.4157848883619311
3200000.0,32.0,1700.0907955169678,905.7066838741302,779.3017151355743,1.921665628751119,164.64984639485675,1.5937745173772175,0.0271525098566336,0.017411266157190863,0.19929414483223026,0.9716615785414644,0.10989176575802082,0.47940619826965175
3296000.0,33.0,1765.860948562622,933.6454379558563,816.4777672290802,2.2227759758631387,148.31622823079425,1.5743632713953652,-0.001262507896057383,0.017767206200696717,0.20285108618707692,0.9700704950097764,0.16036335173302443,0.36583919509310425
3392000.0,34.0,1838.074613571167,960.9562389850616,860.6143333911896,2.573918044567108,143.244140625,1.5442323982715607,0.017550357598648817,0.014602663766385596,0.16981516522343224,0.9648811040232672,0.17467412299074872,0.42342805762245583
3488000.0,35.0,1906.7639615535736,988.2176601886749,901.3115231990814,2.611933708190918,136.65889358520508,1.5322627425193784,-0.002517378491232354,0.012726865320384183,0.15258370530960752,0.9769389296465054,0.16161885081783178,0.44079093052040763
3584000.0,36.0,1979.714509487152,1015.8986103534698,945.8480341434479,2.962441623210907,127.91971588134766,1.52005136013031,0.011633378614238833,0.01516837235349754,0.12443110448224663,0.9747243518171459,0.1577477823800961,0.5622966779339882
3680000.0,37.0,2053.000708580017,1043.9321024417877,990.2583532333374,3.1361061930656433,117.96879768371582,1.4958074390888214,0.023124289966829577,0.010955968630976433,0.13937600274538722,0.9788489275287792,0.18785078143137207,0.5853782625474333
