generation,time,collection_time,train_time,return,episode_length,entropy,action_std,policy_loss,kl_approx,clip_fraction,ESS,value_loss,explained_variance
1,58.88640213012695,43.176563024520874,15.012648820877075,1.0328948497772217,11.99043083190918,2.282083511352539,0.5625789165496826,-1.2986788153648376,0.13509050283742557,0.4903814226388931,0.8495350062847138,0.26194813996553423,-0.7370025373995304
2,117.23960018157959,86.18875241279602,29.290456771850586,1.0247626304626465,11.904988288879395,2.3983497619628906,0.5896757245063782,-1.1095758199691772,0.01833328707453362,0.18210294991731643,0.97205491065979,0.32854605168104173,-0.2517418503761292
3,175.67145919799805,129.48875856399536,43.60540199279785,1.0212963819503784,11.848699569702148,2.254734754562378,0.5667910575866699,-0.8536315560340881,0.02186231460439249,0.18156258538365364,0.9715558350086212,0.5258565247058868,-0.09836035910993815
4,233.33141422271729,172.60901355743408,57.41228771209717,1.0312401056289673,11.99043083190918,2.25426983833313,0.5739933848381042,-0.51076580286026,0.015068109526047957,0.17011505626142026,0.9762763917446137,0.4346791297197342,-0.04946365212090313
5,291.8214213848114,215.78759145736694,72.02587080001831,1.0504664182662964,12.194646835327148,2.219727039337158,0.5711017847061157,-0.31522089838981626,0.008857051395925353,0.09441507011651992,0.9848958194255829,0.5068311870098114,-0.08752021566033363
6,350.12099170684814,258.9437892436981,86.38610696792603,1.1059857606887817,12.72081184387207,2.1743807792663574,0.5618245005607605,-0.13037471175193788,0.006787250497558406,0.0778481655754149,0.9883073925971985,0.4937726318836212,-0.02370140077546239
7,407.63646054267883,302.16212010383606,99.96981191635132,1.1317142248153687,12.984456062316895,2.2210254669189453,0.5665994882583618,-0.040507367625832555,0.010003727114228944,0.12330573135986925,0.9824120283126831,0.5278989017009735,-0.043187962472438814
8,465.4405426979065,345.4157373905182,113.80740880966187,1.1577835083007812,13.224274635314941,2.1896538734436035,0.5572023391723633,0.12873909622430801,0.01709601829093803,0.15730746127665043,0.9684106886386872,0.5396503150463104,0.0029685301153222097
9,523.0386936664581,388.6593294143677,127.44396567344666,1.2053134441375732,13.656675338745117,2.058926820755005,0.5445274114608765,0.1494505971670151,0.016263667772786428,0.1791483774781227,0.9739881753921509,0.5373507082462311,-0.06728477738797664
10,581.0872447490692,431.939594745636,141.50065755844116,1.234799861907959,14.0,2.047447443008423,0.5430270433425903,0.21445671170949937,0.008658955306563965,0.09544592872262,0.9848350882530212,0.5512381494045258,-0.019437435176223518
11,639.7080466747284,475.22625374794006,156.1056935787201,1.2330540418624878,14.0,2.087843179702759,0.5545858144760132,0.23287177532911302,0.006457104112979085,0.07172619057819248,0.9888262689113617,0.5543315768241882,-0.10181423202157021
12,698.3320324420929,518.6462378501892,170.534161567688,1.2675950527191162,14.319999694824219,2.116201162338257,0.5608692169189453,0.2565962612628937,0.011152217744587741,0.11808492839336396,0.9812086045742034,0.5529198229312897,-0.06618660148233176
13,756.0281744003296,561.949013710022,184.20975756645203,1.323367953300476,14.872403144836426,2.0303173065185547,0.5533275008201599,0.26334973573684695,0.010211654904356205,0.12266227677464485,0.9812361359596252,0.5448588311672211,-0.1775417596101761
14,813.6669201850891,605.231458902359,197.83526372909546,1.3185840845108032,14.784660339355469,2.047689914703369,0.5655573010444641,0.3110623568296432,0.010201667470153372,0.12096634730696679,0.9815819919109344,0.5685004234313965,-0.3979871407151222
15,871.8634121417999,648.4346809387207,212.1489236354828,1.3857585191726685,15.517027854919434,2.0637552738189697,0.5699864625930786,0.2866488307714462,0.01059039986991413,0.10729416124522687,0.9828337252140045,0.5586125195026398,-0.17710156887769699
16,929.3089821338654,691.7020988464355,225.59908843040466,1.392208456993103,15.517027854919434,2.100766181945801,0.5715334415435791,0.2666191667318344,0.008274201972630091,0.0862995482981205,0.9849911272525788,0.5397502422332764,-0.28631356805562974
17,986.9422640800476,735.1050801277161,239.0807864665985,1.3881946802139282,15.469136238098145,2.0948381423950195,0.5682083368301392,0.3142277538776398,0.012474161170717358,0.1314811110496521,0.9788270771503449,0.5594652116298675,-0.40038542449474335
18,1045.117526292801,778.3160963058472,253.28737044334412,1.4087252616882324,15.71159839630127,2.078563928604126,0.5689913034439087,0.2798463672399521,0.010102545996943558,0.11077414099127054,0.9826197385787964,0.5356387436389923,-0.6432368785142899
19,1102.918826341629,821.5793435573578,267.07294249534607,1.4686208963394165,16.325733184814453,2.1304306983947754,0.5710141062736511,0.29138307869434354,0.011170096733057577,0.1192172110080719,0.9811705231666565,0.5386965990066528,-0.41168187856674193
20,1160.9659893512726,864.8819024562836,281.04597663879395,1.4775872230529785,16.379085540771484,2.2003087997436523,0.5822396278381348,0.2922884255647659,0.012473803375389036,0.14334098249673843,0.9780104517936706,0.5412706732749939,-0.5094581574201584
21,1218.476570367813,908.2653012275696,294.4638285636902,1.575980544090271,17.342559814453125,2.209129571914673,0.579603374004364,0.2650275766849518,0.015014013683970453,0.15176077634096147,0.9745889186859131,0.5193142712116241,-0.188810333609581
22,1276.991099357605,951.6500473022461,308.8943555355072,1.5845528841018677,17.463415145874023,2.2354326248168945,0.582719624042511,0.26509047448635104,0.02323218234762674,0.20532388789579273,0.9635805547237396,0.5022029638290405,-0.8004720628261566
23,1335.8062160015106,995.0905883312225,323.57719349861145,1.6464027166366577,18.028776168823242,2.145712375640869,0.5760583877563477,0.23639250099658965,0.01946063195220208,0.20908486396074294,0.9665616095066071,0.4886843293905258,-0.9775402069091796
24,1393.93026804924,1038.4720420837402,337.6518716812134,1.8429667949676514,20.04800033569336,2.091846466064453,0.5710281133651733,0.20053377449512483,0.021459509515934172,0.24503192082047462,0.9628579318523407,0.45227354764938354,-0.8865608453750611
25,1451.5322272777557,1081.7362461090088,351.3156409263611,1.876965045928955,20.37398338317871,2.079149007797241,0.5711626410484314,0.1912340834736824,0.01653521623356894,0.19326450005173684,0.9708040356636047,0.4480810046195984,-0.586608961224556
26,1509.5875391960144,1125.1796991825104,365.1742477416992,1.8589718341827393,20.20967674255371,2.029961347579956,0.5622988343238831,0.2317693516612053,0.02182971129114495,0.2216214422136545,0.9609290838241578,0.4596388429403305,-0.8739112377166748
